id,región,región1,comuna,nombre,sexo,pacto,partido
321,Valparaíso,5,Quillota,Yerko Gutierrez Alvarez,0,Chile Digno,FRVS
322,Valparaíso,5,Quillota,Cristian Cerda Schneider,0,Chile Vamos,RN
323,Valparaíso,5,Quillota,Oscar Calderon Sanchez,0,Independientes,IFP
324,Valparaíso,5,Quillota,Mauricio Avila Pino,0,Unidos Por La Dignidad,DC
325,Valparaíso,5,Quilpue,Cesar Torres Chinchon,0,Chile Digno,PC
326,Valparaíso,5,Quilpue,Amelia Herrera Silva,1,Chile Vamos,RN
327,Valparaíso,5,Quilpue,Claudio Galarce Gonzalez,0,Dignidad Ahora,PH
328,Valparaíso,5,Quilpue,Valeria Melipillan Figueroa,1,Frente Amplio,CS
329,Valparaíso,5,Quilpue,Mauricio Oyarce Vera,0,Independientes,IFP
330,Valparaíso,5,Quilpue,Rosa Hormazabal Rodriguez,1,Independientes,IFP
331,Valparaíso,5,Quilpue,Christian Cardenas Silva,0,Unidos Por La Dignidad,DC
332,Valparaíso,5,Quilpue,Veronica Sotomayor Perez,1,Unión Patriotica,UPA
333,Valparaíso,5,Quintero,Felipe Vergara Lucero,0,Chile Vamos,RN
334,Valparaíso,5,Quintero,Jorge Martin Gutierrez,0,Independientes,IFP
335,Valparaíso,5,Quintero,Mauricio Carrasco Pardo,0,Independientes,IFP
336,Valparaíso,5,Quintero,Oscar Riveros Mena,0,Independientes,IFP
337,Valparaíso,5,Quintero,Eduardo Carreño Pinto,0,Independientes,IFP
338,Valparaíso,5,Quintero,Oscar Poblete Inostroza,0,Independientes,IFP
339,Valparaíso,5,Rinconada,Juan Galdames Carmona,0,Chile Vamos,IND
340,Valparaíso,5,Rinconada,Julio Bucarey Zelaya,0,Independientes,IFP
341,Valparaíso,5,Rinconada,Juan Lobos Viguera,0,Independientes,IFP
342,Valparaíso,5,Rinconada,Gabriela Rubilar Lopez,1,Independientes,IFP
343,Valparaíso,5,Rinconada,Pedro Caballeria Diaz,0,Unidos Por La Dignidad,DC
344,Valparaíso,5,San Antonio,Marcelo Muñoz Morales,0,Chile Vamos,RN
345,Valparaíso,5,San Antonio,Juan Olivares Meza,0,Dignidad Ahora,IND
346,Valparaíso,5,San Antonio,Caroline Sireau Guajardo,1,Frente Amplio,COM
347,Valparaíso,5,San Antonio,Constanza Lizana Sierra,1,Independientes,IFP
348,Valparaíso,5,San Antonio,Manuel Villatoro Jerez,0,Independientes,IFP
349,Valparaíso,5,San Antonio,Jorge Jorquera Castro,0,Unidos Por La Dignidad,DC
350,Valparaíso,5,San Esteban,Sergio Reyes Colarte,0,Independientes,IFP
351,Valparaíso,5,San Esteban,Jose Bravo Hidalgo,0,Independientes,IFP
352,Valparaíso,5,San Esteban,Christian Ortega Villagras,0,Independientes,IFP
353,Valparaíso,5,San Esteban,Julio Contreras Tapia,0,Unidad Por El Apruebo,PS
354,Valparaíso,5,San Felipe,Boris Aedo Torres,0,Chile Digno,PC
355,Valparaíso,5,San Felipe,Christian Beals Campos,0,Chile Vamos,RN
356,Valparaíso,5,San Felipe,Francisca Bello Campos,1,Frente Amplio,CS
357,Valparaíso,5,San Felipe,Patricio Freire Canto,0,Independientes,IFP
358,Valparaíso,5,San Felipe,Carmen Castillo Taucher,1,Unidad Por El Apruebo,IND
359,Valparaíso,5,Santa Maria,Matias Gonzalez Morales,0,Chile Digno,IND
360,Valparaíso,5,Santa Maria,Marisol Ponce Cisterna,1,Chile Vamos,UDI
361,Valparaíso,5,Santa Maria,Marco Cortez Llopis,0,Independientes,IFP
362,Valparaíso,5,Santa Maria,Manuel Leon Saa,0,Unidad Por El Apruebo,PPD
363,Valparaíso,5,Santo Domingo,Dino Lotito Flores,0,Chile Vamos,RN
364,Valparaíso,5,Santo Domingo,Romy Farias Caballero,1,Unidos Por La Dignidad,DC
365,Valparaíso,5,Valparaiso,Carlos Bannen Gonzalez,0,Chile Vamos,UDI
366,Valparaíso,5,Valparaiso,Claudio Reyes Stevens,0,Independientes,IFP
367,Valparaíso,5,Valparaiso,Marcela Cortes Gonzalez,1,Independientes,IFP
368,Valparaíso,5,Valparaiso,Jorge Sharp Fajardo,0,Independientes,IFP
369,Valparaíso,5,Valparaiso,Marcelo Barraza Vivar,0,Unidos Por La Dignidad,DC
370,Valparaíso,5,Valparaiso,Luis Schwaiger Rivera,0,Unión Patriotica,UPA
371,Valparaíso,5,Villa Alemana,Jose Sabat Srur,0,Chile Vamos,IND
372,Valparaíso,5,Villa Alemana,Cristian Luna Salinas,0,Frente Amplio,IND
373,Valparaíso,5,Villa Alemana,Nelson Estay Molina,0,Independientes,IFP
374,Valparaíso,5,Villa Alemana,Javiera Toledo Muñoz,1,Independientes,IFP
375,Valparaíso,5,Villa Alemana,Angelo Barchiesi Chavez,0,Republicanos,PREP
376,Valparaíso,5,Villa Alemana,Heinrich Wittig Barreto,0,Unidad Por El Apruebo,PR
377,Valparaíso,5,Viña Del Mar,Andrea Molina Oliva,1,Chile Vamos,IND
378,Valparaíso,5,Viña Del Mar,Macarena Ripamonti Serrano,1,Frente Amplio,RD
379,Valparaíso,5,Viña Del Mar,Jorge Escudero Salinas,0,Independientes,IFP
380,Valparaíso,5,Viña Del Mar,Aland San Cristobal,0,Independientes,IFP
381,Valparaíso,5,Viña Del Mar,Marlen Olivari Mayer,1,Independientes,IFP
382,Valparaíso,5,Viña Del Mar,Rodrigo Vattuone Garces,0,Independientes,IFP
383,Valparaíso,5,Viña Del Mar,Paula Arriagada Ortiz,1,Independientes,IFP
384,Valparaíso,5,Viña Del Mar,Cristian Mayorga Hevia,0,Independientes,IFP
385,Valparaíso,5,Viña Del Mar,Marcela Varas Fuentes,1,Unidad Por El Apruebo,PPD
386,Valparaíso,5,Viña Del Mar,Jorge Estay Olguin,0,Unión Patriotica,UPA
387,Valparaíso,5,Zapallar,Gustavo Alessandri Bascuñan,0,Chile Vamos,IND
388,Valparaíso,5,Zapallar,Guillermo Marcone Osorio,0,Independientes,IFP
389,Metropolitana,5.5,Alhue,Eugenia Garate Ponce,1,Independientes,IFP
390,Metropolitana,5.5,Alhue,Miriam Bravo Soto,1,Independientes,IFP
391,Metropolitana,5.5,Alhue,Roberto Torres Huerta,0,Unidos Por La Dignidad,DC
392,Metropolitana,5.5,Buin,Miguel Araya Lobos,0,Chile Vamos,UDI
393,Metropolitana,5.5,Buin,Rolando Meza Roman,0,Dignidad Ahora,PH
394,Metropolitana,5.5,Buin,Rodrigo Cerda Candia,0,Ecologistas e Ind.,PEV
395,Metropolitana,5.5,Buin,Nibaldo Flores Navarro,0,Independientes,IFP
396,Metropolitana,5.5,Buin,Juan Prat Allendes,0,Independientes,IFP
397,Metropolitana,5.5,Buin,Patricio Silva Gonzalez,0,Unidad Por El Apruebo,PPD
398,Metropolitana,5.5,Calera De Tango,Hortensia Mora Catalan,1,Chile Vamos,UDI
399,Metropolitana,5.5,Calera De Tango,Marco Jofre Muñoz,0,Independientes,IFP
400,Metropolitana,5.5,Calera De Tango,Constanza Valenzuela Rocuant,1,Unidos Por La Dignidad,IND
401,Metropolitana,5.5,Cerrillos,Alfredo Peñaloza Figueroa,0,Chile Digno,PC
402,Metropolitana,5.5,Cerrillos,Alejandro Almendares Calderon,0,Chile Vamos,IND
403,Metropolitana,5.5,Cerrillos,Maria Figueroa Garrido,1,Frente Amplio,COM
404,Metropolitana,5.5,Cerrillos,Lorena Facuse Rojas,1,Independientes,IFP
405,Metropolitana,5.5,Cerrillos,Arturo Aguirre Gacitua,0,Unidad Por El Apruebo,PS
406,Metropolitana,5.5,Cerro Navia,Magaly Acevedo Escarate,1,Chile Vamos,EVO
407,Metropolitana,5.5,Cerro Navia,Mauro Tamayo Rozas,0,Independientes,IFP
408,Metropolitana,5.5,Cerro Navia,Iris Morales Olivares,1,Independientes,IFP
409,Metropolitana,5.5,Colina,Isabel Valenzuela Ahumada,1,Chile Vamos,UDI
410,Metropolitana,5.5,Colina,Rigoberto Mansilla Mansilla,0,Dignidad Ahora,IND
411,Metropolitana,5.5,Colina,Elisa Galvez Espinace,1,Frente Amplio,RD
412,Metropolitana,5.5,Colina,Alejandra Bravo Hidalgo,1,Independientes,IFP
413,Metropolitana,5.5,Colina,Mauricio Moran Avendaño,0,Independientes,IFP
414,Metropolitana,5.5,Colina,Alejandra Alvarez Chaparro,1,Independientes,IFP
415,Metropolitana,5.5,Colina,Gonzalo Torres Ferrari,0,Independientes,IFP
416,Metropolitana,5.5,Colina,Andres Vasquez Medina,0,Unidos Por La Dignidad,DC
417,Metropolitana,5.5,Conchali,Jeannette Jara Roman,1,Chile Digno,PC
418,Metropolitana,5.5,Conchali,Rodrigo Caramori Donoso,0,Chile Vamos,PRI
419,Metropolitana,5.5,Conchali,Erick Coñoman Garay,0,Dignidad Ahora,PH
420,Metropolitana,5.5,Conchali,Rene Vega Fuentes,0,Independientes,IFP
421,Metropolitana,5.5,Conchali,Marcela Rosales Belmar,1,Independientes,IFP
422,Metropolitana,5.5,Conchali,Maria Valenzuela Pino,1,Independientes,IFP
423,Metropolitana,5.5,Conchali,Alejandro Vargas Gonzalez,0,Unidos Por La Dignidad,DC
424,Metropolitana,5.5,Curacavi,Ariadne Chassin-Trubert,1,Chile Digno,PC
425,Metropolitana,5.5,Curacavi,Juan Barros Basso,0,Chile Vamos,IND
426,Metropolitana,5.5,Curacavi,Rafael Jimenez Salazar,0,Independientes,IFP
427,Metropolitana,5.5,Curacavi,Christian Hernandez Villanueva,0,Independientes,IFP
428,Metropolitana,5.5,Curacavi,Cesar Retamal Monsalves,0,Unión Patriotica,UPA
429,Metropolitana,5.5,El Bosque,Hector Cataldo Gonzalez,0,Chile Digno,IND
430,Metropolitana,5.5,El Bosque,Patricia Arriagada Nuñez,1,Chile Vamos,UDI
431,Metropolitana,5.5,El Bosque,Marcelo Olivares Figueroa,0,Ecologistas e Ind.,PEV
432,Metropolitana,5.5,El Bosque,Ramona Miranda Espinoza,1,Frente Amplio,IND
433,Metropolitana,5.5,El Bosque,Sebastian Vega Umatino,0,Independientes,IFP
434,Metropolitana,5.5,El Bosque,Manuel Zuñiga Aguilar,0,Unidad Por El Apruebo,PS
435,Metropolitana,5.5,El Bosque,Rafael Henriquez Sotelo,0,Unión Patriotica,UPA
436,Metropolitana,5.5,El Monte,John General Alvarez,0,Chile Vamos,UDI
437,Metropolitana,5.5,El Monte,Francisco Valdes Reyes,0,Dignidad Ahora,PI
438,Metropolitana,5.5,El Monte,Rossana Sanhueza Muñoz,1,Independientes,IFP
439,Metropolitana,5.5,El Monte,Fernando Armijo Muñoz,0,Independientes,IFP
440,Metropolitana,5.5,El Monte,Francisco Gomez Ramirez,0,Unidad Por El Apruebo,PS
441,Metropolitana,5.5,Estacion Central,Gustavo Hasbun Selume,0,Chile Vamos,UDI
442,Metropolitana,5.5,Estacion Central,Felipe Muñoz Vallejos,0,Frente Amplio,IND
443,Metropolitana,5.5,Estacion Central,Angelica Cid Venegas,1,Unidad Por El Apruebo,PS
444,Metropolitana,5.5,Huechuraba,Remza Delic Sasso,1,Chile Vamos,IND
445,Metropolitana,5.5,Huechuraba,Daniel Bustos Aguayo,0,Dignidad Ahora,IND
446,Metropolitana,5.5,Huechuraba,Miguel Ramirez Miranda,0,Frente Amplio,IND
447,Metropolitana,5.5,Huechuraba,Carlos Cuadrado Prats,0,Unidad Por El Apruebo,PPD
448,Metropolitana,5.5,Independencia,Juan Gazmuri Barker,0,Chile Vamos,IND
449,Metropolitana,5.5,Independencia,Rene Miranda Barrales,0,Dignidad Ahora,PI
450,Metropolitana,5.5,Independencia,Gonzalo Duran Baronti,0,Independientes,IFP
451,Metropolitana,5.5,Independencia,Margarita Garrido Acevedo,1,Independientes,IFP
452,Metropolitana,5.5,Independencia,America Lopez Moris,1,Unidos Por La Dignidad,DC
453,Metropolitana,5.5,Isla De Maipo,Juan Olave Cambara,0,Chile Vamos,IND
454,Metropolitana,5.5,Isla De Maipo,Carlos Maureira Navarrete,0,Dignidad Ahora,IND
455,Metropolitana,5.5,Isla De Maipo,Pedro Kunstmann Perez,0,Independientes,IFP
456,Metropolitana,5.5,Isla De Maipo,Carlos Adasme Godoy,0,Unidos Por La Dignidad,DC
457,Metropolitana,5.5,La Cisterna,Patricia Acevedo Gonzalez,1,Chile Vamos,UDI
458,Metropolitana,5.5,La Cisterna,Irma Perez Llanquin,1,Ecologistas e Ind.,PEV
459,Metropolitana,5.5,La Cisterna,Lorena Meneses Quiroz,1,Frente Amplio,CS
460,Metropolitana,5.5,La Cisterna,Maria Mora Guzman,1,Independientes,IFP
461,Metropolitana,5.5,La Cisterna,Joel Olmos Espinoza,0,Independientes,IFP
462,Metropolitana,5.5,La Cisterna,Orlando Morales Becerra,0,Unidad Por El Apruebo,PPD
463,Metropolitana,5.5,La Florida,Nicolas Hurtado Acuña,0,Chile Digno,PC
464,Metropolitana,5.5,La Florida,Rodolfo Carter Fernandez,0,Chile Vamos,IND
465,Metropolitana,5.5,La Florida,Juan Zurita Medina,0,Ecologistas e Ind.,PEV
466,Metropolitana,5.5,La Florida,Camilo Bastias Flores,0,Unidos Por La Dignidad,CIU
467,Metropolitana,5.5,La Granja,Claudio Arriagada Macaya,0,Chile Digno,IND
468,Metropolitana,5.5,La Granja,Carlos Seaman Ponce,0,Chile Vamos,RN
469,Metropolitana,5.5,La Granja,German Pino Maturana,0,Frente Amplio,COM
470,Metropolitana,5.5,La Granja,Luis Delpin Aguilar,0,Unidos Por La Dignidad,DC
471,Metropolitana,5.5,La Granja,Patricia Valenzuela Sandoval,1,Unión Patriotica,UPA
472,Metropolitana,5.5,La Pintana,Robin Bustamante Molina,0,Chile Vamos,UDI
473,Metropolitana,5.5,La Pintana,Guillermo Benavides Aguirre,0,Independientes,IFP
474,Metropolitana,5.5,La Pintana,Rene Diaz Jorquera,0,Independientes,IFP
475,Metropolitana,5.5,La Pintana,Jorge Nuñez Sandoval,0,Independientes,IFP
476,Metropolitana,5.5,La Pintana,Claudia Pizarro Peña,1,Unidos Por La Dignidad,DC
477,Metropolitana,5.5,La Reina,Jose Palacios Parra,0,Chile Vamos,UDI
478,Metropolitana,5.5,La Reina,Sara Campos Sallato,1,Unidos Por La Dignidad,DC
479,Metropolitana,5.5,Lampa,Camilo Escobar Ortuzar,0,Chile Vamos,RN
480,Metropolitana,5.5,Lampa,Giordano Delpin Pino,0,Frente Amplio,RD
481,Metropolitana,5.5,Lampa,Jonathan Opazo Carrasco,0,Independientes,IFP
482,Metropolitana,5.5,Lampa,Carlos Escobar Tobler,0,Unidos Por La Dignidad,DC
483,Metropolitana,5.5,Lampa,Ricardo Reyes Cifuentes,0,Unión Patriotica,UPA
484,Metropolitana,5.5,Las Condes,Marcela Cubillos Hevia,1,Chile Digno,IND
485,Metropolitana,5.5,Las Condes,Daniela Peñaloza Ramos,1,Chile Vamos,UDI
486,Metropolitana,5.5,Las Condes,Catalina Valenzuela Maureira,1,Dignidad Ahora,PH
487,Metropolitana,5.5,Las Condes,Gonzalo Carrera Correa,0,Republicanos,PREP
488,Metropolitana,5.5,Las Condes,Nicolas Preuss Herrera,0,Unidos Por La Dignidad,DC
489,Metropolitana,5.5,Lo Barnechea,Cristobal Lira Ibañez,0,Chile Vamos,UDI
490,Metropolitana,5.5,Lo Barnechea,Cristobal Rodriguez Olivares,0,Dignidad Ahora,IND
491,Metropolitana,5.5,Lo Espejo,Javiera Reyes Jara,1,Chile Digno,PC
492,Metropolitana,5.5,Lo Espejo,Luis Serey Provoste,0,Chile Vamos,RN
493,Metropolitana,5.5,Lo Espejo,Paula Cancino Cancino,1,Dignidad Ahora,PI
494,Metropolitana,5.5,Lo Espejo,Osman Yeomans Jimenez,0,Frente Amplio,CS
495,Metropolitana,5.5,Lo Espejo,Juan Zambrano Duarte,0,Independientes,IFP
496,Metropolitana,5.5,Lo Espejo,Miguel Bruna Silva,0,Independientes,IFP
497,Metropolitana,5.5,Lo Espejo,Pedro Mallea Vergara,0,Independientes,IFP
498,Metropolitana,5.5,Lo Espejo,Jose Silva Diaz,0,Independientes,IFP
499,Metropolitana,5.5,Lo Espejo,Carlos Gardel Berrios,0,Unidos Por La Dignidad,DC
500,Metropolitana,5.5,Lo Espejo,Manuel Molina Tapia,0,Unión Patriotica,UPA
501,Metropolitana,5.5,Lo Prado,Sebastian Romero Santibañez,0,Chile Vamos,IND
502,Metropolitana,5.5,Lo Prado,Alejandro Chanique Soto,0,Dignidad Ahora,PH
503,Metropolitana,5.5,Lo Prado,Maximiliano Rios Galleguillos,0,Unidad Por El Apruebo,PPD
504,Metropolitana,5.5,Macul,Savka Pollak Tomasevich,1,Chile Vamos,IND
505,Metropolitana,5.5,Macul,Gonzalo Montoya Riquelme,0,Independientes,IFP
506,Metropolitana,5.5,Macul,Eduardo Espinoza Gaete,0,Independientes,IFP
507,Metropolitana,5.5,Macul,Ximena Zuleta Dinamarca,1,Unidos Por La Dignidad,DC
508,Metropolitana,5.5,Maipu,Cathy Barriga Guerra,1,Chile Vamos,IND
509,Metropolitana,5.5,Maipu,Viviana Delgado Riquelme,1,Ecologistas e Ind.,IND
510,Metropolitana,5.5,Maipu,Tomas Vodanovic Escudero,0,Frente Amplio,RD
511,Metropolitana,5.5,Maipu,Alejandra Bustamante Neira,1,Unidos Por La Dignidad,DC
512,Metropolitana,5.5,Maipu,Danilo Ramirez Cortes,0,Unión Patriotica,UPA
513,Metropolitana,5.5,Maria Pinto,Pablo Gutierrez Ramirez,0,Chile Digno,PC
514,Metropolitana,5.5,Maria Pinto,Jessica Mualim Fajuri,1,Chile Vamos,RN
515,Metropolitana,5.5,Maria Pinto,Rodrigo Portuguez Fuentes,0,Independientes,IFP
516,Metropolitana,5.5,Melipilla,Ivan Campos Aravena,0,Chile Vamos,IND
517,Metropolitana,5.5,Melipilla,Alvaro Tobar Gomez,0,Ecologistas e Ind.,PEV
518,Metropolitana,5.5,Melipilla,Lorena Olavarria Baeza,1,Frente Amplio,CS
519,Metropolitana,5.5,Melipilla,Claudio Zuñiga Cortes,0,Independientes,IFP
520,Metropolitana,5.5,Melipilla,Juan Gonzalez Alarcon,0,Unidos Por La Dignidad,DC
521,Metropolitana,5.5,Ñuñoa,Alejandra Placencia Cabello,1,Chile Digno,PC
522,Metropolitana,5.5,Ñuñoa,Guido Benavides Araneda,0,Chile Vamos,RN
523,Metropolitana,5.5,Ñuñoa,Emilia Rios Saavedra,1,Frente Amplio,RD
524,Metropolitana,5.5,Ñuñoa,Juan Saez Rey,0,Unidos Por La Dignidad,DC
525,Metropolitana,5.5,Ñuñoa,Rodrigo Maureira Vasquez,0,Unión Patriotica,UPA
526,Metropolitana,5.5,Padre Hurtado,Amaro Fuentes Vargas,0,Chile Vamos,RN
527,Metropolitana,5.5,Padre Hurtado,Julio Bravo Villarroel,0,Independientes,IFP
528,Metropolitana,5.5,Padre Hurtado,Francisco Cartagena Jessen,0,Independientes,IFP
529,Metropolitana,5.5,Padre Hurtado,Felipe Muñoz Heredia,0,Unidad Por El Apruebo,PS
530,Metropolitana,5.5,Padre Hurtado,Ronnie Barria Gatica,0,Unión Patriotica,UPA
531,Metropolitana,5.5,Paine,Mario Arros Muñoz,0,Chile Digno,FRVS
532,Metropolitana,5.5,Paine,Rodrigo Contreras Gutierrez,0,Chile Vamos,UDI
533,Metropolitana,5.5,Paine,Elizabeth Lazo Quezada,1,Ecologistas e Ind.,IND
534,Metropolitana,5.5,Paine,Jaime Aranguiz Miranda,0,Independientes,IFP
535,Metropolitana,5.5,Paine,Ana Santis Gonzalez,1,Independientes,IFP
536,Metropolitana,5.5,Paine,Loreto Galindo Sazo,1,Unidos Por La Dignidad,DC
537,Metropolitana,5.5,Pedro Aguirre Cerda,Claudina Nuñez Jimenez,1,Chile Digno,PC
538,Metropolitana,5.5,Pedro Aguirre Cerda,Hector Anabalon Zurita,0,Dignidad Ahora,PH
539,Metropolitana,5.5,Pedro Aguirre Cerda,Juan Rozas Romero,0,Independientes,IFP
540,Metropolitana,5.5,Pedro Aguirre Cerda,Felipe Olivares Vergara,0,Independientes,IFP
541,Metropolitana,5.5,Pedro Aguirre Cerda,Luis Astudillo Peiretti,0,Independientes,IFP
542,Metropolitana,5.5,Peñaflor,Manuel Fuentes Rosales,0,Chile Vamos,UDI
543,Metropolitana,5.5,Peñaflor,Emma Morales Arzola,1,Dignidad Ahora,PI
544,Metropolitana,5.5,Peñaflor,Juan Mena Jil,0,Ecologistas e Ind.,IND
545,Metropolitana,5.5,Peñaflor,Diego Martin Velasco,0,Independientes,IFP
546,Metropolitana,5.5,Peñaflor,Nibaldo Meza Garfia,0,Unidos Por La Dignidad,DC
547,Metropolitana,5.5,Peñalolen,Raul Moraga Lagarrigue,0,Chile Digno,PC
548,Metropolitana,5.5,Peñalolen,Carlos Alarcon Castro,0,Chile Vamos,IND
549,Metropolitana,5.5,Peñalolen,Lautaro Guanca Vallejos,0,Dignidad Ahora,PI
550,Metropolitana,5.5,Peñalolen,Miguel Concha Manso,0,Frente Amplio,RD
551,Metropolitana,5.5,Peñalolen,Carolina Alvarez-Salamanca,1,Unidos Por La Dignidad,DC
552,Metropolitana,5.5,Peñalolen,Salvador Aravena Perez,0,Unión Patriotica,UPA
553,Metropolitana,5.5,Pirque,Natalia Perez Cerda,1,Chile Vamos,RN
554,Metropolitana,5.5,Pirque,Martin Lecaros Fernandez,0,Independientes,IFP
555,Metropolitana,5.5,Pirque,Daniel Diaz Gallardo,0,Independientes,IFP
556,Metropolitana,5.5,Pirque,Jaime Escudero Ramos,0,Unidad Por El Apruebo,IND
557,Metropolitana,5.5,Providencia,Evelyn Matthei Fornet,1,Chile Vamos,UDI
558,Metropolitana,5.5,Providencia,Veronica Pardo Lagos,1,Independientes,IFP
559,Metropolitana,5.5,Pudahuel,Gonzalo Lizana Cofre,0,Chile Digno,PC
560,Metropolitana,5.5,Pudahuel,Cristian Norambuena Castro,0,Chile Vamos,UDI
561,Metropolitana,5.5,Pudahuel,Italo Bravo Lizana,0,Dignidad Ahora,PI
562,Metropolitana,5.5,Pudahuel,Manuel Ibarra Mondaca,0,Independientes,IFP
563,Metropolitana,5.5,Pudahuel,Monica Sanchez Aceituno,1,Unidos Por La Dignidad,IND
564,Metropolitana,5.5,Pudahuel,Alejandro Barra Orellana,0,Unión Patriotica,UPA
565,Metropolitana,5.5,Puente Alto,Rodrigo Gonzalez Gonzalez,0,Chile Digno,PC
566,Metropolitana,5.5,Puente Alto,German Codina Powers,0,Chile Vamos,RN
567,Metropolitana,5.5,Puente Alto,Matias Toledo Herrera,0,Dignidad Ahora,PI
568,Metropolitana,5.5,Puente Alto,Luis Escanilla Benavides,0,Unidad Por El Apruebo,PS
569,Metropolitana,5.5,Quilicura,Paulina Bobadilla Navarrete,1,Frente Amplio,IND
570,Metropolitana,5.5,Quilicura,Oscar Saldaña Abarca,0,Independientes,IFP
571,Metropolitana,5.5,Quilicura,Alejandro Martinez Gonzalez,0,Independientes,IFP
572,Metropolitana,5.5,Quilicura,Cesar Vega Lazo,0,Independientes,IFP
573,Metropolitana,5.5,Quilicura,Paola Romero Valdivia,1,Independientes,IFP
574,Metropolitana,5.5,Quilicura,Jaime Aceiton Vasquez,0,Independientes,IFP
575,Metropolitana,5.5,Quilicura,Mario Alvear Gilberto,0,Independientes,IFP
576,Metropolitana,5.5,Quinta Normal,Pablo Reyes Flores,0,Chile Digno,PC
577,Metropolitana,5.5,Quinta Normal,Felipe Mora Morgado,0,Chile Vamos,UDI
578,Metropolitana,5.5,Quinta Normal,Juan Sanhueza Tortella,0,Frente Amplio,COM
579,Metropolitana,5.5,Quinta Normal,Sergio Montrone Troncoso,0,Independientes,IFP
580,Metropolitana,5.5,Quinta Normal,Veronica Montecinos Ortiz,1,Independientes,IFP
581,Metropolitana,5.5,Quinta Normal,Karina Delfino Mussa,1,Unidad Por El Apruebo,PS
582,Metropolitana,5.5,Quinta Normal,Francisco Duarte Diaz,0,Unidos Por La Dignidad,DC
583,Metropolitana,5.5,Recoleta,Oscar Jadue Jadue,0,Chile Digno,PC
584,Metropolitana,5.5,Recoleta,Mauricio Smok Allemandi,0,Chile Vamos,UDI
585,Metropolitana,5.5,Recoleta,Jose Meza Pereira,0,Republicanos,PREP
586,Metropolitana,5.5,Renca,Cesar Monsalve Ortega,0,Chile Vamos,PRI
587,Metropolitana,5.5,Renca,Claudio Castro Salas,0,Independientes,IFP
588,Metropolitana,5.5,San Bernardo,Wladimir Bolton Muñoz,0,Chile Digno,PC
589,Metropolitana,5.5,San Bernardo,Amparo Garcia Saldias,1,Chile Vamos,IND
590,Metropolitana,5.5,San Bernardo,Juan Villavicencio Pasten,0,Dignidad Ahora,PH
591,Metropolitana,5.5,San Bernardo,Alvaro Soto Ibañez,0,Independientes,IFP
592,Metropolitana,5.5,San Bernardo,Jovanka Collao Martinez,1,Independientes,IFP
593,Metropolitana,5.5,San Bernardo,Christian Pino Lopez,0,Independientes,IFP
594,Metropolitana,5.5,San Bernardo,Victor Mol Alcantara,0,Independientes,IFP
595,Metropolitana,5.5,San Bernardo,Christopher White Bahamondes,0,Unidad Por El Apruebo,PS
596,Metropolitana,5.5,San Joaquin,Bruno Ñeguey Carrillo,0,Chile Vamos,IND
597,Metropolitana,5.5,San Joaquin,Cristobal Labra Bassa,0,Independientes,IFP
598,Metropolitana,5.5,San Joaquin,Marcela Cortes Trujillo,1,Unidad Por El Apruebo,IND
599,Metropolitana,5.5,San Joaquin,Tatiana Marin Oliva,1,Unión Patriotica,UPA
600,Metropolitana,5.5,San Jose De Maipo,Alberto Alday Salinas,0,Chile Vamos,RN
601,Metropolitana,5.5,San Jose De Maipo,Veronica Seguel Oyarzun,1,Dignidad Ahora,IND
602,Metropolitana,5.5,San Jose De Maipo,Benjamin Bustos Gonzalez,0,Frente Amplio,CS
603,Metropolitana,5.5,San Jose De Maipo,Maite Birke Abaroa,1,Independientes,IFP
604,Metropolitana,5.5,San Jose De Maipo,Roberto Perez Catalan,0,Unidad Por El Apruebo,PR
605,Metropolitana,5.5,San Miguel,Luis Sanhueza Bravo,0,Chile Vamos,RN
606,Metropolitana,5.5,San Miguel,Leonel Jaramillo Coumerme,0,Dignidad Ahora,PH
607,Metropolitana,5.5,San Miguel,Erika Martinez Osorio,1,Frente Amplio,IND
608,Metropolitana,5.5,San Miguel,Matias Freire Vallejos,0,Independientes,IFP
609,Metropolitana,5.5,San Miguel,Danilo Panes Alvarez,0,Independientes,IFP
610,Metropolitana,5.5,San Miguel,Cristian Arevalo Ruz,0,Independientes,IFP
611,Metropolitana,5.5,San Miguel,Francisco Herrera Riquelme,0,Independientes,IFP
612,Metropolitana,5.5,San Miguel,David Navarro Carachi,0,Unidad Por El Apruebo,PR
613,Metropolitana,5.5,San Pedro,Manuel Devia Vilches,0,Chile Vamos,UDI
614,Metropolitana,5.5,San Pedro,Matilde Armijo Landa,1,Independientes,IFP
615,Metropolitana,5.5,San Pedro,Emilio Cerda Sagurie,0,Unidad Por El Apruebo,PPD
616,Metropolitana,5.5,San Ramon,David Cabedo Rosas,0,Chile Vamos,RN
617,Metropolitana,5.5,San Ramon,Miguel Bustamante Araneda,0,Frente Amplio,CS
618,Metropolitana,5.5,San Ramon,Miguel Aguilera Sanhueza,0,Independientes,IFP
619,Metropolitana,5.5,San Ramon,Miguel Pino Leyton,0,Independientes,IFP
620,Metropolitana,5.5,San Ramon,Genaro Balladares Schwaner,0,Independientes,IFP
621,Metropolitana,5.5,San Ramon,Gustavo Toro Quintana,0,Unidos Por La Dignidad,DC
622,Metropolitana,5.5,Santiago,Iraci Hassler Jacob,1,Chile Digno,PC
623,Metropolitana,5.5,Santiago,Felipe Alessandri Vergara,0,Chile Vamos,RN
